"source","relation","target","source_id","source_tags","target_id","target_tags"
"The Samuel Prince","Sold to","Huth","06e3575d-f8f9-40ba-998f-0cb17415e28f","","9287eff1-7766-48f4-858a-c17219c6934f",""
"The Benoit le Court","Sold to","E.Ph.Goldschmidt","ab781820-883c-4e6d-97ce-1758b150c75f","","e7653be7-7819-41fb-b299-7ebe91541829",""
"The Huth","Sold to","Cox","da9d3c9e-3338-46e0-a8c6-8fe915289026","","127bbc7e-18b1-4e7d-b0c4-31bf14893ec0",""
"The Hagen","Sold to","Clawson","38737987-8bb3-49bf-af65-8acd8ac15cfe","","512169d7-8324-46c6-b230-699587160240",""
"Huth","Sold to","Cox","9287eff1-7766-48f4-858a-c17219c6934f","","77a33a21-d8d3-4b3b-89bc-c85404796aab",""
"Cox","Sold to","Leo","127bbc7e-18b1-4e7d-b0c4-31bf14893ec0","","15cc9657-dd8d-4414-83f5-68ce6594b61c",""
"The Cox","Sold to","Leo","e9cb0e63-3e0e-464a-ab63-8581b193ceb0","","1d842090-88f0-4dad-bacd-057a2cbc142f",""
"Huntington","Sold to","Jones","a5e72de5-739a-4c8f-b259-d94428001b15","","90bbff7d-7bc1-4111-a654-b31e4ed731a2",""
"The Webster","Sold to","Hoe","e4b9cba0-9c30-4f19-960e-036aa24c7b37","","cdc93e92-f510-4ed3-a25d-40f5b45bc6cc",""
"Hoe","Sold to","Huntington","cdc93e92-f510-4ed3-a25d-40f5b45bc6cc","","a5e72de5-739a-4c8f-b259-d94428001b15",""
